repo	file:line	literal	fact restated (YAML name | NEW:proposed | DERIVED:expr)	declared before this PR	note
reac-pw	tests/test_reac_box_identity.c:108	FW_S1608[4]	NEW:IDENTITY_FIRMWARE_VERSION_BYTES=4	no	also 110, 136, 151
reac-pw	tests/test_reac_box_identity.c:109	VER_S1608[8]	NEW:IDENTITY_REAC_VERSION_BYTES=8	no	also 111, 138, 153
reac-pw	tests/test_reac_box_identity.c:116	p.fps = 8000	NEW:PKT_RATE_96K=8000	no	also 119
reac-pw	tests/test_reac_box_master_audio.c:52	#define BOX_CH 8	NEW:MODEL_S0808_CH=8	no	
reac-pw	tests/test_reac_box_master_audio.c:89	{ 0x00, 0x40, 0xab, ... }	NEW:ROLAND_OUI=00:40:ab	no	fixture MAC (fixture data)
reac-pw	tests/test_reac_box_master_audio.c:118	CHK(flen == 340)	DERIVED:FRAME_OVERHEAD+8*BYTES_PER_CHANNEL	derived	
reac-pw	tests/test_reac_box_master_audio.c:123	.forced_rate = 96000	NEW:RATE_96K=96000	no	
reac-pw	tests/test_reac_box_master_audio.c:166	40	MAX_CHANNELS	yes	printf arg
reac-pw	tests/test_reac_box_master_identity.c:65	reac_box_master_model(8)	NEW:MODEL_S0808_CH=8	no	also 68, 87, 105, 130, 136
reac-pw	tests/test_reac_box_master_identity.c:70	reac_box_master_model(16)	NEW:MODEL_S1608_IN_CH=16	no	
reac-pw	tests/test_reac_box_master_identity.c:72	reac_box_master_model(32)	NEW:MODEL_S4000S_IN=32	no	
reac-pw	tests/test_reac_box_master_identity.c:80	reac_box_master_model(40) == NULL	MAX_CHANNELS	yes	
reac-pw	tests/test_reac_box_master_identity.c:86	{ 0x00, 0x40, 0xab, ... }	NEW:ROLAND_OUI=00:40:ab	no	fixture MACs (fixture data)
reac-pw	tests/test_reac_box_pin.c:39	in_ch == 16 && out_ch == 8	NEW:MODEL_S1608_IN_CH/OUT_CH	no	
reac-pw	tests/test_reac_box_pin.c:43	in_ch == 8 && out_ch == 8	NEW:MODEL_S0808_CH=8	no	
reac-pw	tests/test_reac_clock.c:27	#define NOMINAL_NS 125000L	NEW:PKT_PERIOD_96K_NS=125000 (DERIVED:1e9/PKT_RATE_96K)	no	96 kHz frame period
reac-pw	tests/test_reac_conformance.c:51	#define S1608_BASE 0x20	DERIVED:2*HEADAMP_BASE_MULTIPLIER	derived	S-1608 head-amp base; PLACEMENT row
reac-pw	tests/test_reac_conformance.c:54	#define FPS 4000	NEW:PKT_RATE_48K=4000	no	
reac-pw	tests/test_reac_conformance.c:75	.out_channels = 8	NEW:MODEL_S1608_OUT_CH=8	no	
reac-pw	tests/test_reac_conformance.c:78	first_scene_chunk[34]	TYPED_BLOCK_LEN	yes	also 136, 171, 179, 181, 203, 207
reac-pw	tests/test_reac_conformance.c:84	memcmp(f + 16, cc->cfea_idle, 34)	TYPED_BLOCK_OFF / TYPED_BLOCK_LEN	yes	also 95, 100, 135
reac-pw	tests/test_reac_conformance.c:85	f[16 + 17] == 0x28	MAX_CHANNELS ; NEW:ANNOUNCE_WIDTH_OFF=17	yes	cfea width byte
reac-pw	tests/test_reac_conformance.c:86	f[16 + 19]	NEW:ANNOUNCE_CONSOLE_FIELD_OFF=19 (typed)	no	cfea[19], named in CONSOLE_FIELD_GATES_RATE prose only
reac-pw	tests/test_reac_conformance.c:91	reac_master_set_box(&m, 16, 8, S1608_BASE)	NEW:MODEL_S1608_IN_CH/OUT_CH	no	also 93
reac-pw	tests/test_reac_conformance.c:98	reac_master_set_box(&m, 8, 8, S0808_BASE)	NEW:MODEL_S0808_CH=8	no	
reac-pw	tests/test_reac_conformance.c:105	f[16+2]==0x01 && f[16+3]==0x03 && f[16+4]==0x00 && f[16+5]==0x0d	LINK_CONTROL / SEG_SINGLE / LEN_SUB_ENROLL_GROUP_MAP	yes	
reac-pw	tests/test_reac_conformance.c:107	f[16 + 8]	NEW:ENROLL_MAP_CONSOLE_FIELD_OFF	no	console field in 0x10 frame
reac-pw	tests/test_reac_conformance.c:142	sl < 8	CHANMAP_RECS_PER_FRAME	yes	
reac-pw	tests/test_reac_conformance.c:143	7 + sl * 3 + 1 ... == 0xfe	SEG_FIRST_PAYLOAD_OFF? / CHANMAP_REC_BYTES / CHANMAP_ID_IDENTITY	yes	7 = typed offset 5+2; record stride 3
reac-pw	tests/test_reac_conformance.c:149	i == 33	DERIVED:CTRL_CKSUM_OFF-TYPED_BLOCK_OFF	derived	checksum byte in typed block
reac-pw	tests/test_reac_conformance.c:162	f[18] == 0x01 && f[19] == 0x01	OP_SCENE_HEADER	yes	scene header
reac-pw	tests/test_reac_conformance.c:163	f[23] == 0x22 && f[24] == 0xc8	SCENE_BYTES ; DERIVED:CTRL_BLOCK_OFF+SCENE_HEAD_TOTAL_OFF	yes	
reac-pw	tests/test_reac_conformance.c:173	blk[0] == 0xcd && blk[1] == 0xea	TYPE_CONTROL	yes	
reac-pw	tests/test_reac_conformance.c:174	blk[2] == 0x01 && blk[3] == 0x00	OP_SCENE_CHUNK	yes	
reac-pw	tests/test_reac_conformance.c:175	blk[4] == 0x00 && blk[5] == 0x1a	SCENE_CHUNK_BYTES	yes	
reac-pw	tests/test_reac_conformance.c:176	blk + 7	DERIVED:2+SCENE_CHUNK_PAY_OFF	derived	typed offset of chunk payload
reac-pw	tests/test_reac_conformance.c:200	reac_grant_allocate(&a, 0x20, 16)	DERIVED:2*HEADAMP_BASE_MULTIPLIER / MODEL_S1608_IN_CH	derived	also 201
reac-pw	tests/test_reac_conformance.c:212	sw[0][16]==0x12 && sw[0][17]==0x12 && sw[0][18]==0x01 && sw[0][19]==0x00	NEW:DT1_CMD=0x12 / DT1_TAG_JOIN_GRANT (0x0100)	no	also 213 (tag 0x0000 HEAD_MARK)
reac-pw	tests/test_reac_courtship.c:44	{ 0x00, 0x40, 0xab, ... }	NEW:ROLAND_OUI=00:40:ab	no	fixture MACs (fixture data)
reac-pw	tests/test_reac_courtship.c:48	#define FPS 8000	NEW:PKT_RATE_96K=8000	no	
reac-pw	tests/test_reac_courtship.c:121	build_flood_filler(..., 16, NULL,	NEW:MODEL_S1608_IN_CH=16	no	also 137, 141, 147, 154, 158, 163, 204, 240
reac-pw	tests/test_reac_courtship.c:185	sf + 18	CTRL_BLOCK_OFF	yes	
reac-pw	tests/test_reac_courtship.c:205	.sample_rate = 96000	NEW:RATE_96K=96000	no	also 241, 290, 351, 405
reac-pw	tests/test_reac_ctrl.c:16	{ 0x00, 0x40, 0xab, ... }	NEW:ROLAND_OUI=00:40:ab	no	fixture MACs (fixture data)
reac-pw	tests/test_reac_ctrl.c:42	{ 0x20, REAC_HEADAMP_SENS, 0x00 }	DERIVED:2*HEADAMP_BASE_MULTIPLIER	derived	S-1608 base channel
reac-pw	tests/test_reac_ctrl.c:43	{ 0x2f, ...}	DERIVED:HEADAMP_CH_SPAN-1	derived	last addressable head-amp channel
reac-pw	tests/test_reac_ctrl.c:56	f[36], f[37], f[38]	NEW:HEADAMP_REC_CH_OFF=36 (frame)	no	CH/PARAM/VALUE after DT1 addr; = DT1_PAYLOAD_OFF_IN_BLOCK+CTRL_BLOCK_OFF-2
reac-pw	tests/test_reac_ctrl.c:64	wrong[39]	NEW:HEADAMP_REC_CKSUM_OFF=39 (frame)	no	record checksum byte
reac-pw	tests/test_reac_ctrl.c:66	reac_ctrl_record_cksum_stamp(wrong + 34, 6)	NEW:DT1_TAG_OFF=34 (frame) / NEW:HEADAMP_REC_LEN=6	no	TAG..CKSUM span summed to CTRL_RECORD_SUM
reac-pw	tests/test_reac_ctrl.c:76	(..., 16, NULL, 12)	NEW:MODEL_S1608_IN_CH=16 / SAMPLES_PER_PKT	no	12 literal = SAMPLES_PER_PKT; repeated ~25x in file
reac-pw	tests/test_reac_ctrl.c:77	CHK(m == 628)	DERIVED:FRAME_OVERHEAD+16*BYTES_PER_CHANNEL	derived	also 94, 127, 155, 157, 159
reac-pw	tests/test_reac_ctrl.c:81	f[626] == 0xc2 && f[627] == 0xea	END_MARKER_0/1 ; DERIVED:628-2	yes	also 97, 130
reac-pw	tests/test_reac_ctrl.c:95	f[16] == 0xcd && f[17] == 0xea	TYPE_CONTROL	yes	
reac-pw	tests/test_reac_ctrl.c:96	f[18]==0x01 && f[19]==0x03 && f[20]==0x00 && f[21]==0x01 && f[22]==0x81	LINK_CONTROL / SEG_SINGLE / LEN_SUB_LINK_ACK / SUB_0103_LINK_ACK	yes	heartbeat header
reac-pw	tests/test_reac_ctrl.c:99	f[49] == 0x7a	CTRL_CKSUM_OFF ; NEW:FILLER_DESC_GRANTED=0x7a?	yes	checksum offset; value is computed sum
reac-pw	tests/test_reac_ctrl.c:110	build_box_hb(..., 8) == 340	DERIVED:FRAME_OVERHEAD+8*BYTES_PER_CHANNEL	derived	
reac-pw	tests/test_reac_ctrl.c:111	f[338] == 0xc2 && f[339] == 0xea	END_MARKER_0/1	yes	
reac-pw	tests/test_reac_ctrl.c:112	build_box_hb(..., 40) == 1492	FRAME_BYTES / MAX_CHANNELS	yes	
reac-pw	tests/test_reac_ctrl.c:115	build_box_hb(..., 42) == 0	DERIVED:>MAX_CHANNELS	derived	
reac-pw	tests/test_reac_ctrl.c:120	float chbuf[16][12]	SAMPLES_PER_PKT	yes	also 123, 131, 132, 135, 136
reac-pw	tests/test_reac_ctrl.c:129	f[18 + 2 * k] == 0x00 && ... == 0x7a	NEW:FILLER_DESC_GRANTED=0x7a	no	upstream filler control area pattern (fake_box_master.c:163 comment)
reac-pw	tests/test_reac_ctrl.c:131	pcm[16 * 12 * 3]	SAMPLES_PER_PKT / RESOLUTION	yes	
reac-pw	tests/test_reac_ctrl.c:137	p3[0] | p3[1]<<8 | p3[2]<<16 ; 0x800000	RESOLUTION (24-bit)	yes	s24 sign extension
reac-pw	tests/test_reac_ctrl.c:150	f[18] == 0x04 && f[19] == 0x03	LINK_RECORD / SEG_SINGLE	yes	
reac-pw	tests/test_reac_ctrl.c:155	f[20]==0x00 && f[21]==0x13 && f[49]==0x02	NEW:COLDCONNECT_LEN_0013=0x13	no	cold-connect record lengths 0x13/0x16/0x1a/0x14; libreac builder names
reac-pw	tests/test_reac_ctrl.c:157	f[21] == 0x16	NEW:COLDCONNECT_LEN_0016=0x16	no	
reac-pw	tests/test_reac_ctrl.c:159	f[21] == 0x1a	NEW:COLDCONNECT_LEN_001A=0x1a	no	
reac-pw	tests/test_reac_ctrl.c:177	f[18]==0x04 && f[19]==0x03 && f[20]==0x00 && f[21]==0x14 && f[22]==0x00 && f[23]==0x02	LINK_RECORD / SEG_SINGLE / NEW:COLDCONNECT_LEN=0x14 / SUB_0403_BOX_RETURN	yes	
reac-pw	tests/test_reac_ctrl.c:191	LENS[] = { 0x13, 0x15, 0x1f, 0x00 }	NEW:COLDCONNECT_LEN_*	no	wrong-length probes
reac-pw	tests/test_reac_ctrl.c:204	f[49] ^= 0x5a	CTRL_CKSUM_OFF	yes	
reac-pw	tests/test_reac_ctrl.c:207	f[34] = 0x07; f[35] = 0x77	NEW:DT1_TAG_OFF=34 (frame)	no	DT1 tag offset in frame
reac-pw	tests/test_reac_ctrl.c:234	f[22] = 0x00	DERIVED:CTRL_BLOCK_OFF+SUB_0103_OFF	derived	clear heartbeat subtype
reac-pw	tests/test_reac_ctrl.c:257	{ "", 16 }, { "", 8 }, { "", 32 }	NEW:MODEL_S1608_IN=16, S0808=8, S4000S_IN=32	no	
reac-pw	tests/test_reac_ctrl.c:271	f[REAC_CTRL_BLOCK_OFF + 8]	PORTS_TABLE_OFF	yes	
reac-pw	tests/test_reac_ctrl.c:318	FORMS { 0x01,0x00,0x7f,0x00,0x01,0x03,0x08,0x43,0x05 }	NEW:SPLIT_ANNOUNCE forms	no	fixture data (split announce bodies)
reac-pw	tests/test_reac_ctrl.c:326	f[12] = 0x88; f[13] = 0x19	ETHERTYPE	yes	
reac-pw	tests/test_reac_ctrl.c:327	f[16] = 0xce; f[17] = 0xea	NEW:TYPE_SPLIT_ANNOUNCE=0xceea	no	split-device type word; REAC_CTRL_SPLIT_ANNOUNCE
reac-pw	tests/test_reac_ctrl.c:329	memcpy(f + 27, SRC, 6)	NEW:SPLIT_ANNOUNCE_MAC_OFF=27	no	
reac-pw	tests/test_reac_ctrl.c:353	uint8_t blk[34]	TYPED_BLOCK_LEN	yes	also 396, 416
reac-pw	tests/test_reac_ctrl.c:355	blk[0] == 0xcd && blk[1] == 0xea	TYPE_CONTROL	yes	
reac-pw	tests/test_reac_ctrl.c:358	for (int i = 2; i < 34; i++) ... (sum & 0xff) == 0	CTRL_BLOCK_LEN / CTRL_BLOCK_SUM	yes	
reac-pw	tests/test_reac_ctrl.c:362	(blk[4] << 8) | blk[5]	DERIVED:2+HDR_LEN_OFF	derived	typed offset of length
reac-pw	tests/test_reac_ctrl.c:364	blk[2] == 0x01 && blk[3] == 0x01	OP_SCENE_HEADER	yes	
reac-pw	tests/test_reac_ctrl.c:366	(blk[7] << 8) | blk[8]	DERIVED:2+SCENE_HEAD_TOTAL_OFF	derived	
reac-pw	tests/test_reac_ctrl.c:367	blk + 9	DERIVED:2+SCENE_HEAD_PAY_OFF	derived	
reac-pw	tests/test_reac_ctrl.c:370	blk[2] == 0x01 && blk[3] == 0x00	OP_SCENE_CHUNK	yes	
reac-pw	tests/test_reac_ctrl.c:372	blk + 7	DERIVED:2+SCENE_CHUNK_PAY_OFF	derived	also 378
reac-pw	tests/test_reac_ctrl.c:376	blk[2] == 0x01 && blk[3] == 0x02	OP_SCENE_FINAL	yes	
reac-pw	tests/test_reac_ctrl.c:417	build_scene_step(..., 33) / (..., 34)	DERIVED:1+SCENE_TAG_SYSP_OFF chunk index 32/33	derived	YAML: SYSP rides chunk 32, SCEN chunk 33
reac-pw	tests/test_reac_ctrl.c:419	memmem(c32 + 7, 26, ...)	DERIVED:2+SCENE_CHUNK_PAY_OFF / SCENE_CHUNK_BYTES	derived	also 420
reac-pw	tests/test_reac_disco.c:29	{ 0x00, 0x40, 0xab, ... }	NEW:ROLAND_OUI=00:40:ab	no	fixture MACs (fixture data)
reac-pw	tests/test_reac_disco.c:56	build_box_hb(..., 16)	NEW:MODEL_S1608_IN_CH=16	no	repeated ~15x
reac-pw	tests/test_reac_disco.c:57	CHK(n == 628)	DERIVED:FRAME_OVERHEAD+16*BYTES_PER_CHANNEL	derived	
reac-pw	tests/test_reac_disco.c:70	f[49] ^= 0xff	CTRL_CKSUM_OFF	yes	
reac-pw	tests/test_reac_disco.c:87	(..., 16, NULL, 12)	SAMPLES_PER_PKT	yes	also 100, 107, 123, 130, 172
reac-pw	tests/test_reac_disco.c:149	build_config_announce(..., 8)	NEW:MODEL_S0808_CH=8	no	also 163
reac-pw	tests/test_reac_disco.c:152	p.opcode == 0x84	SUB_0103_COMMIT_REPORT_84	yes	S-0808 selector
reac-pw	tests/test_reac_disco.c:159	in_ch == 8 && out_ch == 8	NEW:MODEL_S0808_CH=8	no	
reac-pw	tests/test_reac_disco.c:241	.channels = 8	NEW:MODEL_S0808_CH=8	no	also 244
reac-pw	tests/test_reac_disco.c:246	wide.channels = 32	NEW:MODEL_S4000S_IN=32	no	also 248, 253
reac-pw	tests/test_reac_disco.c:267	i <= 8000	NEW:PKT_RATE_96K=8000	no	one second of frames at 96k
reac-pw	tests/test_reac_disco.c:268	125000ULL	NEW:PKT_PERIOD_96K_NS=125000	no	comment: 8000 fps
reac-pw	tests/test_reac_disco.c:369	{ 0x00, 0x40, 0xab, 0x77, 0x77, 0x77 }	NEW:ROLAND_OUI=00:40:ab	no	fixture MAC (fixture data)
reac-pw	tests/test_reac_disco.c:371	SPLIT_FIRST { 0x01,0x00,0x7f,0x00,0x01,0x03,0x08,0x43,0x05 }	NEW:SPLIT_ANNOUNCE body	no	fixture data (S-4000H split announce)
reac-pw	tests/test_reac_disco.c:375	f[12] = 0x88; f[13] = 0x19	ETHERTYPE	yes	
reac-pw	tests/test_reac_disco.c:376	f[16] = 0xce; f[17] = 0xea	NEW:TYPE_SPLIT_ANNOUNCE=0xceea	no	split device type word
reac-pw	tests/test_reac_disco.c:377	memcpy(f + 18, ...)	CTRL_BLOCK_OFF	yes	
reac-pw	tests/test_reac_disco.c:378	memcpy(f + 27, SPLIT, 6)	NEW:SPLIT_ANNOUNCE_MAC_OFF=27	no	
reac-pw	tests/test_reac_encode_golden.c:87	NS[5] = { 0, 1, 6, 12, 13 }	SAMPLES_PER_PKT	yes	12 and 13 probe the per-packet sample count edge
reac-pw	tests/test_reac_encode_golden.c:107	NCH[8] = { 0, 1, 2, 7, 8, 16, 32, 40 }	MAX_CHANNELS / NEW:MODEL_S0808_CH, MODEL_S1608_IN_CH, MODEL_S4000S_IN	yes	channel-count probe table
reac-pw	tests/test_reac_encode_golden.c:120	{ 0x00, 0x40, 0xab, ...}	NEW:ROLAND_OUI=00:40:ab	no	fixture MACs (fixture data), also 148
reac-pw	tests/test_reac_encode_golden.c:131	NCH[6] = { 2, 8, 16, 32, 38, 40 }	MAX_CHANNELS / NEW:MODEL_S0808_CH, MODEL_S1608_IN_CH, MODEL_S4000S_IN	yes	
reac-pw	tests/test_reac_encode_golden.c:207	(..., 0, 16, NULL, REAC_SAMPLES_PER_PKT) == 628	DERIVED:FRAME_OVERHEAD+16*BYTES_PER_CHANNEL	derived	
reac-pw	tests/test_reac_fsm.c:12	{ 0x00, 0x40, 0xab, ... }	NEW:ROLAND_OUI=00:40:ab	no	fixture MACs (fixture data)
reac-pw	tests/test_reac_gain.c:78	float b0[12], b1[12]	SAMPLES_PER_PKT	yes	also 79, 80, 81, 82
reac-pw	tests/test_reac_grant.c:34	#define ROW(f) ((f) - 16)	TYPED_BLOCK_OFF	yes	local re-declaration
reac-pw	tests/test_reac_grant.c:35	r[ROW(32)] == 0x12 && r[ROW(33)] == 0x12 && r[ROW(34)] == 0x01 && r[ROW(35)] == 0x01	NEW:DT1_CMD=0x12 / DT1_TAG_HEAD_AMP ; NEW:DT1_TAG_OFF=34 (frame)	no	group-A row = head-amp DT1
reac-pw	tests/test_reac_grant.c:37	r[ROW(32)] == 0x12 && r[ROW(33)] == 0x11	NEW:GRANT_GROUPB_MARK=0x12,0x11	no	group-B rows; GOLD_S1608_SWEEP capture matrix-m200-s1608-2026-07-11
reac-pw	tests/test_reac_grant.c:38	r[ROW(36)] / ROW(37) / ROW(38)	NEW:HEADAMP_REC_CH_OFF=36, PARAM_OFF=37, VALUE_OFF=38 (frame)	no	lines 38-40
reac-pw	tests/test_reac_grant.c:54	reac_grant_allocate(&a, 0x20, 16)	DERIVED:2*HEADAMP_BASE_MULTIPLIER / MODEL_S1608_IN=16	derived	also 55, 79, 328, 367
reac-pw	tests/test_reac_grant.c:57	reac_grant_allocate(&a, 0x00, 8)	NEW:MODEL_S0808_CH=8	no	also 58, 70
reac-pw	tests/test_reac_grant.c:60	reac_grant_allocate(&a, 0x00, 32)	NEW:MODEL_S4000S_IN=32	no	also 61, 72, 81
reac-pw	tests/test_reac_grant.c:68	0x10	HEADAMP_BASE_MULTIPLIER (strap 1)	yes	also 69
reac-pw	tests/test_reac_grant.c:80	reac_grant_alloc_fits(0x20, 32) == 0	DERIVED:HEADAMP_CH_SPAN bound	derived	also 99
reac-pw	tests/test_reac_grant.c:82	reac_grant_alloc_fits(0x2f, 1)	DERIVED:HEADAMP_CH_SPAN-1	derived	
reac-pw	tests/test_reac_grant.c:83	reac_grant_alloc_fits(0x30, 1) == 0	HEADAMP_CH_SPAN	yes	also 100
reac-pw	tests/test_reac_grant.c:84	reac_grant_alloc_fits(0x29, 8) == 0	DERIVED:HEADAMP_CH_SPAN	derived	0x29+8 > 0x30
reac-pw	tests/test_reac_grant.c:113	sweep[REAC_GRANT_SWEEP_MAX][34]	TYPED_BLOCK_LEN	yes	also 260, 261, 266, 330, 370
reac-pw	tests/test_reac_grant.c:114	{ .base = 0x20, .width = 16 }	DERIVED:2*HEADAMP_BASE_MULTIPLIER / MODEL_S1608_IN=16	derived	also 369
reac-pw	tests/test_reac_grant.c:116	CHK(n == 56)	DERIVED:16*HEADAMP_SWEEP_RECORDS_PER_CH+8	derived	S-1608 grant sweep length (also 162, 225, 263, 269, 372)
reac-pw	tests/test_reac_grant.c:135	ga == 16 * 3	DERIVED:MODEL_S1608_IN*HEADAMP_SWEEP_RECORDS_PER_CH	derived	
reac-pw	tests/test_reac_grant.c:136	gb == 6	NEW:GRANT_GROUPB_ROWS=6	no	group-B row count, S-1608 golden sweep (also 271)
reac-pw	tests/test_reac_grant.c:144	{ .base = 0x00, .width = 8 }	NEW:MODEL_S0808_CH=8	no	
reac-pw	tests/test_reac_grant.c:145	== 32	DERIVED:8*HEADAMP_SWEEP_RECORDS_PER_CH+8	derived	also 262, 268
reac-pw	tests/test_reac_grant.c:146	{ .base = 0x00, .width = 32 }	NEW:MODEL_S4000S_IN=32	no	also 150
reac-pw	tests/test_reac_grant.c:147	== 104	DERIVED:32*HEADAMP_SWEEP_RECORDS_PER_CH+8	derived	also 264, 270
reac-pw	tests/test_reac_grant.c:164	{ 0x00, 0x40, 0xab, ... }	NEW:ROLAND_OUI=00:40:ab	no	fixture MACs (fixture data), also 407
reac-pw	tests/test_reac_grant.c:175	memcmp(sweep[i], ref + 16, 34)	TYPED_BLOCK_OFF / TYPED_BLOCK_LEN	yes	
reac-pw	tests/test_reac_grant.c:184	for (int b = 2; b < 34; b++) ... (sum & 0xff) == 0	CTRL_BLOCK_LEN / CTRL_BLOCK_SUM	yes	also 186
reac-pw	tests/test_reac_grant.c:212	reac_headamp_sens_db(0x00, 0) == -10	DERIVED:HEADAMP_SENS_REF_CDB/100	derived	
reac-pw	tests/test_reac_grant.c:220	reac_headamp_tx_set(&tx, 0x20, ...)	DERIVED:2*HEADAMP_BASE_MULTIPLIER	derived	0x20/0x21/0x2f used lines 220-251
reac-pw	tests/test_reac_grant.c:222	0x2f	DERIVED:HEADAMP_CH_SPAN-1	derived	also 234, 235, 380, 383
reac-pw	tests/test_reac_grant.c:252	reac_grant_headamp_value(&tx, 0x20, 0x03)	DERIVED:HEADAMP_SWEEP_RECORDS_PER_CH (first invalid param)	derived	
reac-pw	tests/test_reac_grant.c:277	B_EXPECT[6][3] = {{0x00,0x00,0x04},...}	NEW:GRANT_GROUPB rows	no	fixture data from golden sweep
reac-pw	tests/test_reac_grant.c:285	b16[i][ROW(49)] == 0x03	CTRL_CKSUM_OFF	yes	checksum byte offset; value 0x03 fixture
reac-pw	tests/test_reac_grant.c:295	row_ch(sw16[i]) == 0x20	DERIVED:2*HEADAMP_BASE_MULTIPLIER	derived	also 303 (0x21)
reac-pw	tests/test_reac_grant.c:298	i <= 10 / i = 11	NEW:GRANT_SWEEP_HEAD_ROWS=11	no	row layout of golden sweep (1+3+1+6)
reac-pw	tests/test_reac_grant.c:304	k % 3	HEADAMP_SWEEP_RECORDS_PER_CH	yes	also 303 k / 3
reac-pw	tests/test_reac_grant.c:360	REAC_AUDIO_FABRIC_SLOTS == 40	MAX_CHANNELS	yes	macro pinned against literal
reac-pw	tests/test_reac_grant.c:361	REAC_HEADAMP_SLOTS == 48	HEADAMP_CH_SPAN	yes	macro pinned against literal
reac-pw	tests/test_reac_grant.c:362	REAC_HEADAMP_CEILING == 0x2f	DERIVED:HEADAMP_CH_SPAN-1	derived	macro pinned against literal
reac-pw	tests/test_reac_grant.c:400	reac_boxreg_declare(&r, 16, "", 32) == -1	DERIVED:MODEL_S1608_IN+32 > MAX_CHANNELS	derived	also 402 (24)
reac-pw	tests/test_reac_grant.c:410	reac_boxreg_add(&q, A, 32)	NEW:MODEL_S4000S_IN=32	no	also 411
reac-pw	tests/test_reac_grant.c:412	reac_boxreg_add(&q, B, 16) == -1	NEW:MODEL_S1608_IN_CH=16	no	also 413 (8)
reac-pw	tests/test_reac_grant.c:414	base == 32 && base + nch == 40	MAX_CHANNELS	yes	
reac-pw	tests/test_reac_grant_dwell.c:40	#define FPS 8000	NEW:PKT_RATE_96K=8000	no	
reac-pw	tests/test_reac_grant_dwell.c:43	{ 0x00, 0x40, 0xab, ... }	NEW:ROLAND_OUI=00:40:ab	no	fixture MAC (fixture data)
reac-pw	tests/test_reac_grant_dwell.c:69	reac_master_set_box(&m, 32, 8, 0x00)	NEW:MODEL_S4000S_IN=32/OUT=8	no	also 89
reac-pw	tests/test_reac_headamp.c:15	{ 0x00, 0x40, 0xab, ... }	NEW:ROLAND_OUI=00:40:ab	no	fixture MACs (fixture data)
reac-pw	tests/test_reac_headamp.c:27	WIRE_SENS_BLOCK[32]	CTRL_BLOCK_LEN	yes	array bytes are captured wire (fixture data)
reac-pw	tests/test_reac_headamp.c:43	f[16] == 0xcd && f[17] == 0xea	TYPE_CONTROL	yes	
reac-pw	tests/test_reac_headamp.c:44	f[18]==0x04 && f[19]==0x03 && f[20]==0x00 && f[21]==0x13	LINK_RECORD / SEG_SINGLE / NEW:HEADAMP_REC_BLK_LEN=0x13	no	head-amp record length (also test_reac_headamp.c:75 0x0013)
reac-pw	tests/test_reac_headamp.c:45	f[22]==0x00 && f[23]==0x02 && f[24]==0x00 && f[25]==0xfe	NEW:DT1_CONTAINER_HDR (0x02, 0xfe)	no	container prefix; 0x02 at block[5] vs SUB_0403_BOX_RETURN?
reac-pw	tests/test_reac_headamp.c:46	f[26] == 0x0e	NEW:HEADAMP_SYSEX_LEN=0x0e	no	SysEx length byte
reac-pw	tests/test_reac_headamp.c:47	f[27]==0xf0 && f[28]==0x41 && f[29]==0x0a	NEW:SYSEX_START=0xf0, ROLAND_ID=0x41, DEVICE_ID=0x0a	no	Roland SysEx framing
reac-pw	tests/test_reac_headamp.c:48	f[32] == 0x12 && f[33] == 0x12	NEW:DT1_CMD=0x12	no	
reac-pw	tests/test_reac_headamp.c:49	f[34] == 0x01 && f[35] == 0x01	DT1_TAG_HEAD_AMP ; NEW:DT1_TAG_OFF=34 (frame)	yes	
reac-pw	tests/test_reac_headamp.c:50	f[36] == 0x00 && f[37] == 0x00 && f[38] == 0x01	NEW:HEADAMP_REC_CH/PARAM/VALUE_OFF=36/37/38	no	
reac-pw	tests/test_reac_headamp.c:51	f[39] == 0x7d	NEW:HEADAMP_REC_CKSUM_OFF=39	no	value computed
reac-pw	tests/test_reac_headamp.c:52	f[40] == 0xf7	NEW:SYSEX_EOX=0xf7	no	
reac-pw	tests/test_reac_headamp.c:53	f[n - 2] == 0xc2 && f[n - 1] == 0xea	END_MARKER_0/1	yes	
reac-pw	tests/test_reac_headamp.c:58	for (int i = 34; i <= 39; i++)	NEW:DT1_TAG_OFF=34 .. HEADAMP_REC_CKSUM_OFF=39	no	record sum span; also 100
reac-pw	tests/test_reac_headamp.c:59	for (int i = 18; i < 50; i++)	CTRL_BLOCK_OFF..CTRL_BLOCK_END	yes	
reac-pw	tests/test_reac_headamp.c:60	(rec & 0xff) == 0x80	CTRL_RECORD_SUM	yes	also 101
reac-pw	tests/test_reac_headamp.c:61	((f[36]+f[37]+f[38]+f[39]) & 0xff) == 0x7e	NEW:DT1_ROLAND_CKSUM (addr+data+sum ≡ 0 mod 128)	no	Roland checksum form; comment line 25
reac-pw	tests/test_reac_headamp.c:62	(blk & 0xff) == 0	CTRL_BLOCK_SUM	yes	
reac-pw	tests/test_reac_headamp.c:65	f[49] == 0x02	CTRL_CKSUM_OFF	yes	
reac-pw	tests/test_reac_headamp.c:75	p.blk_len == 0x0013	NEW:HEADAMP_REC_BLK_LEN=0x13	no	
reac-pw	tests/test_reac_headamp.c:82	memcmp(f + 18, WIRE_SENS_BLOCK, 32)	CTRL_BLOCK_OFF / CTRL_BLOCK_LEN	yes	also 85, 86, 122
reac-pw	tests/test_reac_headamp.c:96	0x2f	DERIVED:HEADAMP_CH_SPAN-1	derived	also 104
