repo	file:line	literal	fact restated (YAML name | NEW:proposed | DERIVED:expr)	declared before this PR	note
libreac	src/reac_ctrlblk.c:20	0x7a	NEW:FILLER_DESC_WORD_LO	no	upstream filler descriptor byte; "observed on the wire"
libreac	src/reac_ctrlblk.c:27	0x88, 0x19	ETHERTYPE	yes	put_hdr writes ethertype bytes literally
libreac	src/reac_ctrlblk.c:38	256	CTRL_BLOCK_SUM	yes	block checksum rule (sum==0) open-coded
libreac	src/reac_ctrlblk.c:51	0	CTRL_BLOCK_SUM	yes	verify compares to literal 0
libreac	src/reac_ctrlblk.c:60	0x80	CTRL_RECORD_SUM	yes	record checksum rule open-coded
libreac	src/reac_ctrlblk.c:68	0x80	CTRL_RECORD_SUM	yes	record checksum verify
libreac	src/reac_ctrlblk.c:85	2	DERIVED:TYPED_BLOCK_LEN-CTRL_BLOCK_LEN+HDR_LINK_OFF	derived	typed-block-relative link offset
libreac	src/reac_ctrlblk.c:86	3	DERIVED:2+HDR_SEG_OFF	derived	typed-block-relative seg offset
libreac	src/reac_ctrlblk.c:87	4	DERIVED:2+HDR_LEN_OFF (SCENE_LEN_OFF)	derived	typed-block-relative length offset
libreac	src/reac_ctrlblk.c:88	6	DERIVED:2+HDR_OPCODE_OFF (SCENE_SUB_OFF)	derived	typed-block-relative opcode offset
libreac	src/reac_ctrlblk.c:89	7	DERIVED:2+SCENE_CHUNK_PAY_OFF	derived	typed-block-relative payload offset
libreac	src/reac_ctrlblk.c:90	7	DERIVED:2+SCENE_HEAD_TOTAL_OFF	derived	typed-block-relative total offset
libreac	src/reac_ctrlblk.c:101	34	TYPED_BLOCK_LEN	yes	memset size literal
libreac	src/reac_ctrlblk.c:102	0xcd, 0xea	TYPE_CONTROL	yes	type word open-coded
libreac	src/reac_ctrlblk.c:112	+ 2	DERIVED:SCENE_HEAD_PAY_OFF-SCENE_HEAD_TOTAL_OFF	derived	header payload follows 2-byte total
libreac	src/reac_ctrlblk.c:130	TAIL_TRAILER[12] {..03..01..}	NEW:SCENE_FINAL_TRAILER	no	12 fixed bytes after final chunk body; captured
libreac	src/reac_ctrlblk.c:145	blk + 2	DERIVED:CTRL_BLOCK_OFF-TYPED_BLOCK_OFF	derived	block start inside typed block
libreac	src/reac_ctrlblk.c:163	"1234", 4	NEW:SCENE_TAG_ID/SYSP/SCEN strings (4-byte tags)	no	scene body ASCII tags; YAML only names offsets
libreac	src/reac_ctrlblk.c:209	50, 100	DERIVED:HEADAMP_SENS_STEP_CDB	derived	cdB->dB rounding uses literal 100 (=1 dB step)
libreac	src/reac_ctrlblk.c:214	100	DERIVED:HEADAMP_SENS_STEP_CDB	derived	dB->cdB
libreac	src/reac_ctrlblk.c:254	0x88, 0x19	ETHERTYPE	yes	parse ethertype bytes
libreac	src/reac_ctrlblk.c:264	block[0]	HDR_LINK_OFF	yes	open-coded header offsets 0..4
libreac	src/reac_ctrlblk.c:265	block[1]	HDR_SEG_OFF	yes	open-coded
libreac	src/reac_ctrlblk.c:266	block[2], block[3]	HDR_LEN_OFF	yes	open-coded
libreac	src/reac_ctrlblk.c:267	block[4]	HDR_OPCODE_OFF	yes	open-coded
libreac	src/reac_ctrlblk.c:270	0x00, 0x00	TYPE_FILLER	yes	type word open-coded
libreac	src/reac_ctrlblk.c:274	0xcf, 0xea	TYPE_ANNOUNCE	yes	type word open-coded
libreac	src/reac_ctrlblk.c:278	0xce, 0xea	NEW:TYPE_SPLIT_ANNOUNCE	no	splitter ceea announce; comment at ctrlblk.c:279-284
libreac	src/reac_ctrlblk.c:288	0xcd, 0xea	TYPE_CONTROL	yes	type word open-coded
libreac	src/reac_ctrlblk.c:315	block[16], block[17]	NEW:DT1_TAG_OFF=16	no	DT1 tag position in block (frame[34:36]); ctrlblk.h:104-107
libreac	src/reac_ctrlblk.c:316	block[14], block[15]	NEW:DT1_MODEL_LO_OFF=14 / NEW:DT1_CMD_OFF=15	no	Roland model/cmd positions
libreac	src/reac_ctrlblk.c:319	block[18..20]	NEW:DT1_ADDR_LO_OFF=18 (headamp CH/PARAM/VALUE)	no	headamp arg positions
libreac	src/reac_ctrlblk.c:350	block[8]	NEW:DT1_SYSEX_LEN_OFF=8	no	SysEx length byte position
libreac	src/reac_ctrlblk.c:354	14, 9, 13	NEW:DT1_SYSEX_OFF=9 / NEW:DT1_SYSEX_OVERHEAD=13	no	sysex framing; comment ctrlblk.c:351-353
libreac	src/reac_ctrlblk.c:356	0xf0, 0xf7	NEW:SYSEX_START=0xf0 / NEW:SYSEX_END=0xf7	no	MIDI SysEx delimiters; F0 collides with CHANMAP_CELL_MASK value
libreac	src/reac_ctrlblk.c:358	block[18], block[19], block[20]	IDENTITY_ADDR_LO_BYTES / NEW:DT1_PAYLOAD_OFF=20	no	addr_lo at 18, payload at 20
libreac	src/reac_ctrlblk.c:367	+ 2	DERIVED:FRAME_OVERHEAD-AUDIO_OFFSET	derived	end marker length; box frame len re-derived instead of 52+n*36
libreac	src/reac_ctrlblk.c:397	in_ch=16 out_ch=8 selector=0x82 headamp_strap=0x02	NEW:MODEL_S1608 (in 16/out 8, sel 0x82, strap 2)	no	S-1608 row; strap matches placement table base 0x20
libreac	src/reac_ctrlblk.c:400	fw 2200, reac 2.3.2	NEW:MODEL_S1608_IDENTITY	no	captured identity values
libreac	src/reac_ctrlblk.c:401	config_block/cc00xx arrays	fixture data	no	captured control blocks (lines 401-588, 1117-1128, 1300-1324); not itemised
libreac	src/reac_ctrlblk.c:428	in_ch=8 out_ch=8 selector=0x84 strap=0x00	NEW:MODEL_S0808	no	S-0808 row
libreac	src/reac_ctrlblk.c:474	in_ch=32 out_ch=8 selector=0x84 strap=0x00	NEW:MODEL_S4000S_3208	no	S-4000S-3208 row
libreac	src/reac_ctrlblk.c:553	in_ch=8 out_ch=32 selector=0x84	NEW:MODEL_S4000S_0832	no	S-4000S-0832 row
libreac	src/reac_ctrlblk.c:594	in 8/16, 24/16, 0/32, 32/0, 40/0, 0/40, 20/20; 0x84	NEW:MODEL_SELECTOR_DEFAULT=0x84 (derived FreeREAC rows)	no	REAC_BOX_DERIVED rows; widths not wire facts but selector 0x84 is
libreac	src/reac_ctrlblk.c:669	BOX_MODELS[0]	NEW:MODEL_S1608	no	default model hardcoded by index
libreac	src/reac_ctrlblk.c:681	+ 32	CTRL_BLOCK_LEN	yes	literal 32
libreac	src/reac_ctrlblk.c:682	0x88, 0x19	ETHERTYPE	yes	ethertype bytes
libreac	src/reac_ctrlblk.c:683	0xcd, 0xea	TYPE_CONTROL	yes	type word bytes
libreac	src/reac_ctrlblk.c:695	blk[32] / 32	CTRL_BLOCK_LEN	yes	literal 32 (also 698)
libreac	src/reac_ctrlblk.c:773	0x01,0x03,0x00,0x01,0x81	LINK_CONTROL,SEG_SINGLE,len 1,SUB_0103_LINK_ACK	yes	box HB template spelled as bytes; len=LEN_SUB_LINK_ACK
libreac	src/reac_ctrlblk.c:783	04 03 00 13 00 02 00 fe 0x13-5 f0 41 0a 00 00 12 12 01 01 .. f7	LINK_RECORD,SEG_SINGLE,DT1_TAG_HEAD_AMP + NEW:DT1_CONTAINER_PREAMBLE + NEW:ROLAND_MFR_ID + NEW:DT1_DEVICE_ID	no	headamp template; 0x13 len, 0xfe, 0x41 Roland, 0x0a dev id undeclared
libreac	src/reac_ctrlblk.c:787	18	NEW:DT1_ADDR_LO_OFF (headamp CH at block[18])	no	frame [36:39]
libreac	src/reac_ctrlblk.c:788	3	HEADAMP_SWEEP_RECORDS_PER_CH	yes	CH,PARAM,VALUE count; bypasses NPARAMS
libreac	src/reac_ctrlblk.c:789	16	NEW:DT1_TAG_OFF (record TAG..CKSUM at block[16])	no	record checksum span start
libreac	src/reac_ctrlblk.c:790	6	NEW:HEADAMP_RECORD_LEN	no	TAG(2)+CH+PARAM+VALUE+CKSUM
libreac	src/reac_ctrlblk.c:832	/ 2, 2*k	DERIVED:CTRL_BLOCK_LEN/2	derived	descriptor word pairs
libreac	src/reac_ctrlblk.c:893	2, & 1	NEW:BOX_WIDTH_EVEN_MIN2	no	n_ch must be even 2..40; protocol? braid pairs
libreac	src/reac_ctrlblk.c:920	len - 2, len - 1	DERIVED:FRAME_OVERHEAD-AUDIO_OFFSET	derived	end marker placement
libreac	src/reac_ctrlblk.c:971	0xcd, 0xea	TYPE_CONTROL	yes	type word bytes (also 995,1003,1027,1030,1033,1036,1042,1049)
libreac	src/reac_ctrlblk.c:977	0x00, 0x00	TYPE_FILLER	yes	type word bytes (also 988)
libreac	src/reac_ctrlblk.c:1117	0x80 in BLK8/BLK16 [4]	SUB_0103_DECLARATION_ALT	yes	box-as-master declaration arrays (fixture-like)
libreac	src/reac_ctrlblk.c:1129	16	NEW:MODEL_S1608 in_ch	no	width threshold picks S-1608 vs S-0808 block
libreac	src/reac_ctrlblk.c:1134	32	CTRL_BLOCK_LEN	yes	literal
libreac	src/reac_ctrlblk.c:1155	0x03	NEW:HEAD_MARK_BODY	no	head-mark record body 03 00 00 00
libreac	src/reac_ctrlblk.c:1157	+ 16	NEW:DT1_TAG_OFF	no	record offset in block
libreac	src/reac_ctrlblk.c:1233	0x01	NEW:HEADAMP_FLAG_MAX	no	phantom/pad value 0|1 (YAML prose)
libreac	src/reac_ctrlblk.c:1296	34, 6	DERIVED:CTRL_BLOCK_OFF+NEW:DT1_TAG_OFF / NEW:HEADAMP_RECORD_LEN	no	frame+34 record start, 6 bytes
libreac	src/reac_ctrlblk.c:1300	GRANT_HEAD_ACK[34]	TYPED_BLOCK_LEN	yes	array dim 34 (also 1308,1318,1331,1337,1386,1390,1392)
libreac	src/reac_ctrlblk.c:1317	6	NEW:GRANT_GROUPB_RECORDS	no	DUPLICATE #define of header's REAC_GRANT_GROUPB_LEN
libreac	src/reac_ctrlblk.c:1337	16	TYPED_BLOCK_OFF	yes	scratch + 16
libreac	src/reac_ctrl.c:16	14	DERIVED:HDR_COUNTER_OFF (Ethernet header length)	derived	private ETH_HDR, duplicate of reac_ctrlblk.c:15
libreac	src/reac_ctrl.c:17	14	HDR_COUNTER_OFF	yes	private CNT_OFF duplicate
libreac	src/reac_ctrl.c:18	16	TYPED_BLOCK_OFF	yes	private TYPE_OFF duplicate
libreac	src/reac_ctrl.c:19	50	AUDIO_OFFSET	yes	private AUDIO_OFF duplicate
libreac	src/reac_ctrl.c:20	0x00	NEW:FILLER_DESC_WORD_HI	no	duplicate of reac_ctrlblk.c:19
libreac	src/reac_ctrl.c:21	0x7a	NEW:FILLER_DESC_WORD_LO	no	duplicate of reac_ctrlblk.c:20
libreac	src/reac_ctrl.c:28	0x88, 0x19	ETHERTYPE	yes	dead put_hdr duplicate writes ethertype bytes
libreac	src/reac_ctrl.c:43	0x00, 0x40, 0xab	NEW:ROLAND_OUI (00:40:ab)	no	box src MAC OUI filter; YAML evidence MACs all 00:40:ab
libreac	src/reac_ctrl.c:66	0x00	SUB_0403_DT1_RECORD	yes	block[4]==0 for DT1 container
libreac	src/reac_decode.c:21	0x88, 0x19	ETHERTYPE	yes	ethertype bytes open-coded
libreac	src/reac_decode.c:26	raw[14], raw[15]	HDR_COUNTER_OFF	yes	counter offset open-coded (reac_frame_counter exists)
libreac	src/reac_decode.c:70	& 1	NEW:BOX_WIDTH_EVEN	no	even channel count
libreac	src/reac_disco.c:42	0x00	SUB_0403_DT1_RECORD	yes	block[4]==0 DT1 container; duplicate of reac_ctrl.c:66
libreac	src/reac_encode.c:38	b[3]	RESOLUTION	yes	sample byte count literal (also pos[3] in reac_upstream.c:52, reac_decode.c:77)
libreac	src/reac_encode.c:59	(REAC_ETHERTYPE >> 8)	ETHERTYPE	yes	uses macro (fine); listed for completeness of split
libreac	src/reac_encode.c:74	- 2, - 1	DERIVED:FRAME_OVERHEAD-AUDIO_OFFSET	derived	end-marker position
libreac	src/reac_fsm.c:9	8000	NEW:PKT_RATE_96K	no	heartbeat period = fps @96k (1/s box heartbeat)
libreac	src/reac_headamp_tx.c:19	0x01	NEW:HEADAMP_FLAG_MAX	no	phantom/pad 0|1; duplicate of reac_ctrlblk.c:1233
libreac	src/reac_headamp_tx.c:53	0x20	NEW:HEADAMP_DEFAULT_SENS	no	policy default; M-200 arms its input 1 with it; operator-confirmed 2026-07-23
libreac	src/reac_identity.c:25	4	NEW:IDENTITY_FIRMWARE_BYTES=4	no	4 decimal digits; reac.ksy
libreac	src/reac_identity.c:28	9	NEW:IDENTITY_FIRMWARE_DIGIT_MAX	no	one decimal digit per byte
libreac	src/reac_identity.c:30	1000, 100, 10	DERIVED:NEW:IDENTITY_FIRMWARE_BYTES (decimal digit weights)	no	reac.ksy firmware formula
libreac	src/reac_identity.c:40	2, - 1	NEW:IDENTITY_NAME_KIND len=1	no	drop name_kind byte
libreac	src/reac_identity.c:86	+ 2, + 4, + 6	NEW:IDENTITY_REAC_VERSION_BYTES (u16be x4; major +2 minor +4 patch +6)	no	reac version field offsets
libreac	src/reac_link.c:14	32	CTRL_BLOCK_LEN	yes	memset literal
libreac	src/reac_link.c:17	16	DERIVED:CTRL_BLOCK_LEN/2	derived	descriptor word count
libreac	src/reac_link.c:18	0x00	NEW:FILLER_DESC_WORD_HI	no	fourth copy of the 00 xx descriptor pair
libreac	src/reac_macaddr.c:41	0x00, 0x40, 0xab	NEW:ROLAND_OUI	no	Roland OUI stand-in MAC; duplicate of reac_ctrl.c:43
libreac	src/reac_master.c:49	11	NEW:ANNOUNCE_MAC_OFF (block[9], typed idx 11)	no	cfea master-MAC field; m300-s1608 capture 2026-07-10
libreac	src/reac_master.c:54	blk[34]	TYPED_BLOCK_LEN	yes	array dim
libreac	src/reac_master.c:56	blk + 2	DERIVED:CTRL_BLOCK_OFF-TYPED_BLOCK_OFF	derived	block inside typed block
libreac	src/reac_master.c:67	ENROLL_BLK[34] cd ea 01 03 00 0d 10 04 00 41..c3..	TYPE_CONTROL,LINK_CONTROL,SEG_SINGLE,LEN_SUB_ENROLL_GROUP_MAP,SUB_0103_ENROLL_GROUP_MAP,ENROLL_GROUP_IN/OUT	yes	captured M-200 enroll block (matrix-m200-s0808); spelled as bytes
libreac	src/reac_master.c:68	0x04 (blk[7])	NEW:ENROLL_GROUP_MAP_FIELD_04	no	enroll block byte block[5]=0x04; comment 115-117 shows "04 00 41.."
libreac	src/reac_master.c:72	8	NEW:ENROLL_PACE_CODE_OFF (block[6], typed idx 8)	no	enroll pace-code byte position
libreac	src/reac_master.c:90	0	NEW:PACE_CODE_48K	no	default pace code
libreac	src/reac_master.c:100	32	NEW:ENROLL_DEFAULT_WIDTH	no	implementation default? cites S-4000 enrol 4x41+1xc3
libreac	src/reac_master.c:134	16, 8	DERIVED:HEADAMP_APPLY_GROUP_CHANNELS (8 ch/group); 16 = S-1608 one-group rule	derived	group count rule; 16-input gets 1 group (group_map_scan 2026-09-13)
libreac	src/reac_master.c:136	5	ENROLL_GROUPS	yes	clamp to 5 groups, literal
libreac	src/reac_master.c:137	5	ENROLL_GROUPS	yes	loop bound literal
libreac	src/reac_master.c:138	9, 0x41	NEW:ENROLL_IN_REGION_OFF=9 / ENROLL_GROUP_IN	no	block[7:12] input region (typed 9:14)
libreac	src/reac_master.c:139	14, 0xc3	NEW:ENROLL_OUT_REGION_OFF=14 / ENROLL_GROUP_OUT	no	output region (typed 14:19)
libreac	src/reac_master.c:151	1	NEW:PACE_CODE_96K	no	M-5000 profile default pace code
libreac	src/reac_master.c:190	48000	NEW:SAMPLE_RATE_48K	no	default rate
libreac	src/reac_master.c:198	44100, 48000, 96000	NEW:SAMPLE_RATE_44K1/48K/96K	no	legal rate set
libreac	src/reac_master.c:201	48000	NEW:SAMPLE_RATE_48K	no	fallback
libreac	src/reac_master.c:214	blk[34], 34	TYPED_BLOCK_LEN	yes	also line 218
libreac	src/reac_master.c:219	33	DERIVED:CTRL_CKSUM_OFF-TYPED_BLOCK_OFF	derived	filler descriptor = scene step checksum byte
libreac	src/reac_master.c:261	cf ea ff ff 01 00 01 03 0d 01 04	TYPE_ANNOUNCE + OP_ANNOUNCE + NEW:ANNOUNCE_HEAD	no	cfea fixed head; 0xffff=OP_ANNOUNCE; rest undeclared (m300-s1608 capture)
libreac	src/reac_master.c:262	34	TYPED_BLOCK_LEN	yes	memset
libreac	src/reac_master.c:265	0x28	MAX_CHANNELS (NEW:ANNOUNCE_SLOT_TOTAL_OFF=17)	yes	40-slot total in cfea[17]; literal
libreac	src/reac_master.c:266	out[18]	NEW:ANNOUNCE_WIDTH_OFF=18	no	cfea upstream-width byte; announce-bytes analysis 2026-09-13
libreac	src/reac_master.c:268	out[19]	NEW:ANNOUNCE_PACE_CODE_OFF=19	no	cfea[19] pace code; YAML CONSOLE_FIELD_GATES_RATE prose names cfea[19]
libreac	src/reac_master.c:280	out[20], out[21]	NEW:ANNOUNCE_BOX_COUNT_OFF=20	no	enrolled-box count BE; blink fix 2026-07-12
libreac	src/reac_master.c:310	0xfe	CHANMAP_ID_IDENTITY	yes	ring marker; hand-written copy
libreac	src/reac_master.c:311	8	CHANMAP_RECS_PER_FRAME	yes	hand-written copy
libreac	src/reac_master.c:328	- 1	DERIVED:CHANMAP_RING_LEN-1 (=SLOT_SPACE)	derived	marker window index
libreac	src/reac_master.c:330	7, 6	DERIVED:CHANMAP_RECS_PER_FRAME-1, SLOT_SPACE/CHANMAP_RECS_PER_FRAME	derived	desk window emit order (M-200 measured)
libreac	src/reac_master.c:331	6	DERIVED:SLOT_SPACE/CHANMAP_RECS_PER_FRAME	derived	
libreac	src/reac_master.c:332	8	CHANMAP_RECS_PER_FRAME	yes	stride literal
libreac	src/reac_master.c:358	34	TYPED_BLOCK_LEN	yes	memset
libreac	src/reac_master.c:359	0xcd, 0xea	TYPE_CONTROL	yes	type bytes
libreac	src/reac_master.c:360	0x01, 0x03	LINK_CONTROL, SEG_SINGLE	yes	open-coded
libreac	src/reac_master.c:361	0x00, 0x19	LEN_SUB_CHANMAP	yes	chanmap record length 25 open-coded
libreac	src/reac_master.c:362	0x01	SUB_0103_SLOT_MAP	yes	subtype open-coded
libreac	src/reac_master.c:366	7, 3	DERIVED:TYPED 2+SEG_CONT_PAYLOAD_OFF / CHANMAP_REC_BYTES	derived	records start block[5]; 3-byte record
libreac	src/reac_master.c:368	0xfe, 0x00	CHANMAP_ID_IDENTITY	yes	marker record fe <pace> 00
libreac	src/reac_master.c:372	0x28, 0x2f, 0x38, 0x28	NEW:CHANMAP_FLAGS_LOW=0x28 / NEW:CHANMAP_FLAGS_HIGH_BANK=0x38 / DERIVED:MAX_CHANNELS..SLOT_SPACE-1	no	slot flags per bank; M-200 capture 2026-07-11
libreac	src/reac_master.c:376	blk[31], blk[32]	NEW:CHANMAP_TERMINATOR (block[29:31])	no	terminator after 8 records
libreac	src/reac_master.c:507	20	NEW?:DECLARE_SETTLE 50 ms	no	implementation settle (fps/20); likely tunable
libreac	src/reac_master.c:602	REAC_M_BURST_PER_SEC	NEW:SCENE_BURST_CHUNKS_PER_SEC=500	no	via macro defined in reac_master.h:158
libreac	src/reac_master.c:645	8000	NEW:PKT_RATE_96K	no	default fps
libreac	src/reac_master.c:653	10778, 4000	NEW:CONTROL_CYCLE_SLOTS_AT_4000=10778 / NEW:PKT_RATE_48K	no	desk cycle measured M-300/S-1608 at 4000 fps
libreac	src/reac_master.c:667	5953, 4000	NEW:CONTROL_CYCLE_CHANMAP_SLOT=5953 / NEW:PKT_RATE_48K	no	chanmap slot in desk cycle
libreac	src/reac_master.c:668	5	NEW:CONTROL_CYCLE_SUB01_FROM_END=5	no	scene header 5 slots before wrap
libreac	src/reac_master.c:670	15, 100	NEW:GRANT_WINDOW_MS=150	no	~150 ms grant window
libreac	src/reac_master.c:683	10	DERIVED:REAC_M_GRANT_DWELL_SECONDS_X10 scale	derived	see reac_master.h:167
libreac	src/reac_master.c:716	10	DERIVED:REAC_M_LINKCHECK_SECONDS_X10 scale	derived	see reac_master.h:149
libreac	src/reac_master.c:726	34	TYPED_BLOCK_LEN	yes	memcpy size
libreac	src/reac_master.c:767	+ 1, 0x00	NEW:SCENE_REVISION_BYTES=2 (u16le)	no	revision high byte
libreac	src/reac_master.c:905	3 / 4	NEW?:ANNOUNCE_PHASE	no	cadence phase; implementation choice
libreac	src/reac_master.c:907	/ 4	NEW?:CHANMAP_PHASE	no	implementation phase offset
libreac	src/reac_master.c:954	32	CTRL_BLOCK_LEN	yes	memcpy literal (also 1075)
libreac	src/reac_master.c:1209	m->fps	NEW:CHANMAP_PERIOD_S=1	no	chanmap 1/s in established/granting (also 1233,1237,1293,1357,1398 announce 1/s)
libreac	src/reac_master.c:1482	16	TYPED_BLOCK_OFF	yes	private REAC_TYPE_OFF copy
libreac	src/reac_master.c:1486	34	TYPED_BLOCK_LEN	yes	memcpy
libreac	src/reac_master.c:1510	0x00	NEW:FILLER_DESC_WORD_HI	no	filler descriptor 00 xx
libreac	src/reac_ports.c:9	block[32]	CTRL_BLOCK_LEN	yes	param dim (also 49)
libreac	src/reac_ports.c:17	block[0], block[1]	HDR_LINK_OFF / HDR_SEG_OFF	yes	open-coded header offsets (also 55)
libreac	src/reac_ports.c:19	block[4]	HDR_OPCODE_OFF	yes	open-coded (also 57)
libreac	src/reac_scene_body.c:16	reac_scene_placeholder[8904] bytes	fixture data	no	captured M-200i scene body (generated); not itemised
libreac	src/reac_upstream.c:21	2 *	NEW:BOX_WIDTH_EVEN_MIN2	no	minimum 2-channel upstream
libreac	src/reac_upstream.c:26	& 1	NEW:BOX_WIDTH_EVEN (braid carries pairs)	no	even-width rule; third copy
libreac	src/reac_upstream.c:40	0x88, 0x19	ETHERTYPE	yes	ethertype bytes open-coded
libreac	tests/abi-layout.inc:1	(whole file)	not protocol	-	GENERATED ABI offsets/sizes; excluded
libreac	tests/box_0832_fixtures.inc:38	head[50]	REAC_L2_HEADER_LEN	yes	struct field size
libreac	tests/box_0832_fixtures.inc:41	(rows 340 / 1204, bytes)	fixture data	-	captured vlan13-0832.pcap frames; not itemised
libreac	tests/corpus-baseline.txt:1	(whole file)	fixture data	-	corpus census counts; not itemised
libreac	tests/ctrl_fixtures.inc:20	[34] (every FX_* array)	REAC_TYPED_BLOCK_LEN	yes	array sizes; bodies are fixture data (captured [16:50] windows)
libreac	tests/reac_facts_assert.h:1	(whole file)	generated from YAML	-	GENERATED by gen-facts.py; literals are the YAML's own emission, not copies
libreac	tests/test_box_0832.c:55	out[f->len - 2] = 0xc2	REAC_END_MARKER_0	yes	end marker literal, macro exists
libreac	tests/test_box_0832.c:56	out[f->len - 1] = 0xea	REAC_END_MARKER_1	yes	end marker literal, macro exists
libreac	tests/test_box_0832.c:65	h[16] == 0xcd && h[17] == 0xea	REAC_TYPED_BLOCK_OFF / REAC_TYPE_CONTROL	yes	type word by hand
libreac	tests/test_box_0832.c:77	340	DERIVED:REAC_FRAME_OVERHEAD+8*REAC_BYTES_PER_CHANNEL	derived	8-ch carrier
libreac	tests/test_box_0832.c:80	8	NEW:REAC_S4000H_IN_CHANNELS	no	0832 declared inputs
libreac	tests/test_box_0832.c:81	32	NEW:REAC_S4000H_OUT_CHANNELS	no	0832 declared outputs
libreac	tests/test_box_0832.c:82	0x00	REAC_PLACEMENT base 0x00 (strap 0)	yes	
libreac	tests/test_box_0832.c:86	1204 / 32	DERIVED:REAC_FRAME_OVERHEAD+32*REAC_BYTES_PER_CHANNEL; NEW:REAC_S4000S_CHANNELS	derived	
libreac	tests/test_box_0832.c:87	8	NEW:REAC_S0808_CHANNELS (width of 340)	no	
libreac	tests/test_box_0832.c:93	8 / 32	NEW:REAC_S4000H_IN_CHANNELS / NEW:REAC_S4000H_OUT_CHANNELS	no	
libreac	tests/test_box_0832.c:97	8	NEW:REAC_S4000H_UPSTREAM_WIDTH	no	granted return measured on M-200 (217 905 frames of 340 B)
libreac	tests/test_box_0832.c:103	a[32], b[32]	REAC_CTRL_BLOCK_LEN	yes	also 106, 109
libreac	tests/test_box_0832.c:117	8	NEW:REAC_S0808_CHANNELS	no	width -> s0808 row
libreac	tests/test_box_0832.c:120	8	NEW:REAC_S0808_CHANNELS	no	
libreac	tests/test_box_0832.c:149	32	NEW:REAC_S4000S_CHANNELS	no	widest heard (ungranted flood)
libreac	tests/test_box_0832.c:152	fps = 8000	NEW:REAC_PPS_96K	no	
libreac	tests/test_box_0832.c:176	8	NEW:REAC_S4000H_IN_CHANNELS	no	allocated width
libreac	tests/test_box_0832.c:177	0x00	REAC_PLACEMENT base 0x00	yes	
libreac	tests/test_box_0832.c:192	1204	DERIVED:REAC_FRAME_OVERHEAD+32*REAC_BYTES_PER_CHANNEL	derived	
libreac	tests/test_box_0832.c:194	head[16] == 0x00	REAC_TYPED_BLOCK_OFF / REAC_TYPE_FILLER	yes	
libreac	tests/test_box_0832.c:198	1204	DERIVED:REAC_FRAME_OVERHEAD+32*REAC_BYTES_PER_CHANNEL	derived	
libreac	tests/test_box_0832.c:211	8	NEW:REAC_S4000H_IN_CHANNELS	no	
libreac	tests/test_box_0832.c:212	8	NEW:REAC_S4000H_IN_CHANNELS	no	cfea width byte = box declared inputs
libreac	tests/test_box_table.c:43	i < 32	REAC_CTRL_BLOCK_LEN	yes	block compare length
libreac	tests/test_box_table.c:62	blk[32]	REAC_CTRL_BLOCK_LEN	yes	also 88, 90, 101, 149, 215, 247
libreac	tests/test_box_table.c:99	* 0x10	REAC_HEADAMP_BASE_MULTIPLIER	yes	strap to base
libreac	tests/test_box_table.c:103	(sum & 0xff) == 0	REAC_CTRL_BLOCK_SUM	yes	block checksum rule restated
libreac	tests/test_box_table.c:123	% 4	REAC_PORTS_CH_PER_SLOT	yes	geometry legality
libreac	tests/test_box_table.c:135	blk + 20, 4	DERIVED:NEW:REAC_DT1_TAG_OFF+REAC_IDENTITY_ADDR_BYTES / NEW:REAC_IDENTITY_FW_BYTES	no	identity payload at block[20]
libreac	tests/test_box_table.c:138	blk + 20	DERIVED:NEW:REAC_DT1_TAG_OFF+REAC_IDENTITY_ADDR_BYTES	derived	
libreac	tests/test_box_table.c:149	page[17]	DERIVED:1+REAC_IDENTITY_NAME_FIELD_BYTES	derived	name_kind + 16-byte name
libreac	tests/test_box_table.c:152	first[20]	DERIVED:NEW:REAC_DT1_TAG_OFF+REAC_IDENTITY_ADDR_BYTES	derived	name_kind position
libreac	tests/test_box_table.c:153	first + 21, 10	NEW:REAC_IDENTITY_NAME_FIRST_FRAG_BYTES	no	10 name bytes in 0x0401 fragment; comment line 146
libreac	tests/test_box_table.c:154	last + 9, 6	NEW:REAC_IDENTITY_NAME_LAST_FRAG_BYTES / NEW:REAC_DT1_SYSEX_OFF(9)	no	6 name bytes in 0x0402 fragment at block[9]
libreac	tests/test_box_table.c:155	0x01	NEW:REAC_IDENTITY_NAME_KIND	no	YAML prose IDENTITY_ADDR_MODEL_NAME: 0x01 on every observation
libreac	tests/test_box_table.c:181	in_ch == 32, out_ch == 8	NEW:REAC_S4000S_CHANNELS / NEW:REAC_S4000S_OUT_CHANNELS	no	captured row
libreac	tests/test_box_table.c:183	in_ch == 8, out_ch == 32	NEW:REAC_S4000H_IN_CHANNELS / NEW:REAC_S4000H_OUT_CHANNELS	no	0832 split, captured
libreac	tests/test_box_table.c:188	== 8	NEW:REAC_S4000H_UPSTREAM_WIDTH	no	0832 granted return measured 8 ch (vlan13-0832.pcap)
libreac	tests/test_box_table.c:193	in_ch == 40	REAC_MAX_CHANNELS	yes	fabric width row
libreac	tests/test_box_table.c:195	out_ch == 40	REAC_MAX_CHANNELS	yes	
libreac	tests/test_box_table.c:201	16	NEW:REAC_S1608_CHANNELS	no	width -> captured row
libreac	tests/test_box_table.c:203	8	NEW:REAC_S0808_CHANNELS	no	
libreac	tests/test_box_table.c:205	32	NEW:REAC_S4000S_CHANNELS	no	
